Order ID	Order Date	Order Priority	Order Quantity	Sales	Ship Mode	Shipping Cost	Unit price	Province	Customer Segment	Product Category	Product Sub-Category	Product Container	Ship Date
16258	3/15/2011	Medium	41	331.99	Regular Air	2.35	8.10	New Brunswick	Corporate	Office Supplies	Pens & Art Supplies	Wrap Bag	7/8/2011
45794	3/15/2011	Critical	41	1208.35	Regular Air	10.25	29.47	Manitoba	Consumer	Technology	Computer Peripherals	Small Box	9/26/2011
56868	3/15/2011	Low	41	1947.4265	Regular Air	5.92	47.50	British Columbia	Corporate	Technology	Telephones and Communication	Small Box	12/10/2011
16967	3/15/2011	Low	41	397.55	Regular Air	6.13	9.70	Nova Scotia	Corporate	Technology	Computer Peripherals	Small Box	8/21/2011
13569	3/15/2011	Critical	41	47.45	Regular Air	1.49	1.16	Yukon	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	4/11/2011
33734	3/15/2011	Not Specified	41	371.94	Regular Air	4.86	9.07	Northwest Territories	Corporate	Office Supplies	Paper	Wrap Bag	10/18/2011
26304	3/15/2011	Medium	41	7452.137	Regular Air	5.99	181.76	Nova Scotia	Corporate	Technology	Telephones and Communication	Small Box	3/20/2011
29318	3/15/2011	Not Specified	41	3375.3075	Regular Air	8.08	82.32	Ontario	Corporate	Technology	Telephones and Communication	Small Box	7/1/2011
20805	3/15/2011	High	41	69.98	Regular Air	6.98	1.71	Ontario	Home Office	Office Supplies	Binders and Binder Accessories	Small Box	1/13/2011
59045	3/15/2011	Critical	41	140.24	Regular Air	1.49	3.42	Prince Edward Island	Small Business	Office Supplies	Binders and Binder Accessories	Small Box	2/15/2011
6596	3/15/2011	Low	41	18028.07	Delivery Truck	28.14	439.71	Nova Scotia	Corporate	Technology	Office Machines	Jumbo Drum	7/26/2011
35366	3/15/2011	Low	41	149.31	Regular Air	7.81	3.64	Alberta	Consumer	Office Supplies	Paper	Small Box	7/19/2011
27106	3/16/2011	High	41	890.61	Regular Air	3.63	21.72	Ontario	Home Office	Furniture	Office Furnishings	Small Pack	12/3/2011
50726	3/16/2011	Low	41	98.88	Express Air	0.99	2.41	Alberta	Corporate	Office Supplies	Labels	Small Box	10/31/2011
46115	3/16/2011	Critical	41	491.78	Regular Air	6.47	11.99	Quebec	Small Business	Office Supplies	Paper	Small Box	3/2/2011
40871	3/16/2011	Not Specified	41	294.04	Regular Air	5.6	7.17	Prince Edward Island	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	9/15/2011
7171	3/16/2011	Medium	41	303.1865	Regular Air	0.99	7.39	Saskachewan	Consumer	Technology	Telephones and Communication	Wrap Bag	2/15/2011
35841	3/17/2011	Medium	41	5163.0105	Regular Air	8.08	125.93	Quebec	Small Business	Technology	Telephones and Communication	Small Box	5/9/2011
19363	3/17/2011	High	40	286.06	Regular Air	5.66	7.15	Saskachewan	Home Office	Office Supplies	Paper	Small Box	7/6/2011
13638	3/17/2011	High	40	682.77	Regular Air	1.99	17.07	Ontario	Consumer	Technology	Computer Peripherals	Small Pack	10/2/2011
15972	3/17/2011	Not Specified	40	14.39	Regular Air	3.37	0.36	Ontario	Small Business	Office Supplies	Rubber Bands	Wrap Bag	8/10/2011
4579	3/17/2011	High	40	1765.05	Regular Air	2.99	44.13	Nova Scotia	Small Business	Office Supplies	Binders and Binder Accessories	Small Box	12/1/2011
51971	3/17/2011	Not Specified	40	3881.89	Regular Air	69	97.05	Northwest Territories	Home Office	Furniture	Tables	Large Box	10/5/2011
15780	3/17/2011	Critical	40	71.77	Regular Air	0.71	1.79	Ontario	Corporate	Office Supplies	Rubber Bands	Wrap Bag	4/15/2011
30279	3/18/2011	Critical	40	19539.94	Delivery Truck	16.63	488.50	Quebec	Corporate	Technology	Office Machines	Jumbo Box	12/8/2011
30151	3/18/2011	Not Specified	40	792.76	Regular Air	12.98	19.82	Quebec	Home Office	Office Supplies	Binders and Binder Accessories	Small Box	1/31/2011
34791	3/18/2011	Medium	40	1010.26	Regular Air	19.99	25.26	British Columbia	Home Office	Office Supplies	Paper	Small Box	5/7/2011
6791	3/18/2011	Medium	40	730.33	Express Air	10.17	18.26	Alberta	Small Business	Technology	Office Machines	Medium Box	2/3/2011
39111	3/18/2011	Medium	40	6004.35	Regular Air	7.18	150.11	Yukon	Corporate	Technology	Computer Peripherals	Small Box	7/27/2011
30532	3/18/2011	High	40	431.37	Regular Air	9.73	10.78	Ontario	Home Office	Office Supplies	Binders and Binder Accessories	Small Box	11/27/2011
54528	3/18/2011	Medium	40	207.19	Regular Air	8.99	5.18	Northwest Territories	Consumer	Office Supplies	Pens & Art Supplies	Small Pack	1/6/2011
2978	3/18/2011	Critical	40	6264.1855	Regular Air	19.99	156.60	Yukon	Corporate	Technology	Telephones and Communication	Small Box	5/3/2011
39268	3/18/2011	Not Specified	40	156.95	Regular Air	0.94	3.92	Ontario	Corporate	Office Supplies	Rubber Bands	Wrap Bag	4/25/2011
32069	3/19/2011	Not Specified	40	1100	Delivery Truck	17.85	27.50	Quebec	Consumer	Technology	Office Machines	Jumbo Drum	11/19/2011
21188	3/19/2011	Critical	40	21046.74	Regular Air	24.49	526.17	Alberta	Small Business	Technology	Copiers and Fax	Large Box	9/23/2011
23078	3/19/2011	Medium	40	342.27	Regular Air	19.99	8.56	Nova Scotia	Consumer	Office Supplies	Paper	Small Box	9/17/2011
56580	3/20/2011	Not Specified	40	73.05	Regular Air	4.82	1.83	Ontario	Consumer	Office Supplies	Paper	Small Box	8/14/2011
613	3/20/2011	High	40	905.08	Regular Air	6.22	22.63	Nunavut	Corporate	Office Supplies	Storage & Organization	Small Box	6/18/2011
59271	3/20/2011	Not Specified	40	144.03	Regular Air	5.2	3.60	New Brunswick	Corporate	Office Supplies	Paper	Small Box	4/27/2011
775	3/20/2011	Critical	40	43.57	Regular Air	0.7	1.09	Nova Scotia	Small Business	Office Supplies	Rubber Bands	Wrap Bag	3/18/2011
48486	3/20/2011	High	40	271.14	Regular Air	7.91	6.78	Alberta	Corporate	Office Supplies	Paper	Small Box	5/14/2011
23169	3/21/2011	Critical	40	1683.57	Regular Air	7.18	42.09	Ontario	Home Office	Technology	Computer Peripherals	Small Box	6/25/2011
5989	3/21/2011	Medium	40	155.48	Regular Air	5.37	3.89	Yukon	Corporate	Office Supplies	Appliances	Medium Box	10/16/2011
11495	3/21/2011	High	40	965.69	Delivery Truck	43.75	24.14	Northwest Territories	Corporate	Furniture	Tables	Jumbo Box	7/5/2011
4422	3/21/2011	Medium	40	390.11	Regular Air	8.99	9.75	British Columbia	Consumer	Office Supplies	Pens & Art Supplies	Small Pack	5/21/2011
20134	3/22/2011	Low	40	583.56	Regular Air	6.5	14.59	Ontario	Corporate	Technology	Computer Peripherals	Small Box	3/16/2011
29158	3/22/2011	High	40	2266.7	Delivery Truck	23.76	56.67	British Columbia	Home Office	Furniture	Chairs & Chairmats	Jumbo Drum	10/21/2011
51777	3/22/2011	Medium	40	3465.97	Regular Air	19.99	86.65	Manitoba	Small Business	Office Supplies	Binders and Binder Accessories	Small Box	2/20/2011
483	3/22/2011	High	40	4965.7595	Regular Air	3.99	124.14	Nunavut	Corporate	Technology	Telephones and Communication	Small Box	7/12/2011
48709	3/23/2011	High	40	47.12	Regular Air	4.28	1.18	British Columbia	Corporate	Office Supplies	Pens & Art Supplies	Wrap Bag	8/30/2011
20384	3/23/2011	Low	40	6902.51	Delivery Truck	110.2	172.56	Quebec	Corporate	Furniture	Tables	Jumbo Box	10/29/2011
15106	3/23/2011	Not Specified	40	5403.37	Delivery Truck	17.85	135.08	Northwest Territories	Home Office	Technology	Office Machines	Jumbo Drum	1/27/2011
52195	3/23/2011	Not Specified	40	267	Regular Air	7.17	6.68	Nova Scotia	Small Business	Office Supplies	Binders and Binder Accessories	Small Box	10/27/2011
48164	3/24/2011	High	40	94.39	Regular Air	0.7	2.36	Ontario	Small Business	Office Supplies	Pens & Art Supplies	Wrap Bag	10/31/2011
46307	3/24/2011	Medium	40	1217.77	Regular Air	6.22	30.44	Ontario	Consumer	Office Supplies	Storage & Organization	Small Box	2/9/2011
50945	3/24/2011	Critical	40	834.0625	Regular Air	1.25	20.85	Nova Scotia	Home Office	Technology	Telephones and Communication	Small Pack	1/9/2011
995	3/24/2011	Medium	40	1815.49	Regular Air	3.04	45.39	Nunavut	Home Office	Furniture	Office Furnishings	Wrap Bag	5/31/2011
43875	3/24/2011	Critical	40	2795.004	Regular Air	8.99	69.88	Ontario	Corporate	Technology	Telephones and Communication	Small Box	12/8/2011
18244	3/25/2011	Critical	40	172.34	Regular Air	24.49	4.31	Ontario	Home Office	Furniture	Chairs & Chairmats	Large Box	2/13/2011
31846	3/25/2011	Critical	39	261.17	Delivery Truck	19.19	6.70	Quebec	Home Office	Furniture	Chairs & Chairmats	Jumbo Drum	8/15/2011
23556	3/25/2011	Medium	39	11747.97	Express Air	19.99	301.23	New Brunswick	Consumer	Office Supplies	Appliances	Small Box	1/10/2011
30532	3/26/2011	High	39	262.31	Express Air	5.25	6.73	Ontario	Home Office	Office Supplies	Envelopes	Small Box	11/27/2011
12481	3/26/2011	Critical	39	744	Regular Air	1.99	19.08	Alberta	Corporate	Technology	Computer Peripherals	Small Pack	7/12/2011
39111	3/26/2011	Medium	39	182.4	Regular Air	19.99	4.68	Yukon	Corporate	Office Supplies	Storage & Organization	Small Box	7/28/2011
28963	3/26/2011	Not Specified	39	6072.1875	Regular Air	2.5	155.70	Saskachewan	Home Office	Technology	Telephones and Communication	Small Box	12/6/2011
58247	3/26/2011	Not Specified	39	1058.82	Regular Air	0.99	27.15	British Columbia	Home Office	Office Supplies	Appliances	Small Box	9/23/2011
26464	3/26/2011	High	39	268.58	Regular Air	4.5	6.89	Yukon	Corporate	Office Supplies	Appliances	Small Box	12/11/2011
47109	3/26/2011	High	39	6131.54	Regular Air	12.65	157.22	Quebec	Small Business	Furniture	Chairs & Chairmats	Medium Box	9/13/2011
59108	3/26/2011	Low	39	4215.83	Regular Air	8.99	108.10	Ontario	Corporate	Technology	Telephones and Communication	Small Box	10/16/2011
928	3/26/2011	Low	39	1222.68	Express Air	3.99	31.35	British Columbia	Consumer	Office Supplies	Appliances	Small Box	3/6/2011
54912	3/27/2011	Low	39	117.33	Regular Air	3.1	3.01	Ontario	Small Business	Office Supplies	Paper	Wrap Bag	7/28/2011
42083	3/27/2011	Critical	39	68.42	Regular Air	2.56	1.75	Alberta	Consumer	Office Supplies	"Scissors, Rulers and Trimmers"	Small Pack	12/11/2011
22561	3/28/2011	Critical	39	128.62	Regular Air	8.99	3.30	Nova Scotia	Consumer	Furniture	Office Furnishings	Small Pack	1/22/2011
36608	3/28/2011	Low	39	4273.95	Regular Air	19.99	109.59	Alberta	Small Business	Office Supplies	Envelopes	Small Box	10/5/2011
49189	3/28/2011	Critical	39	249.59	Regular Air	1.39	6.40	Ontario	Home Office	Office Supplies	Envelopes	Small Box	1/18/2011
38758	3/29/2011	Not Specified	39	497.2	Regular Air	49	12.75	British Columbia	Consumer	Office Supplies	Appliances	Large Box	9/26/2011
21731	3/29/2011	Low	39	1580.57	Regular Air	49	40.53	New Brunswick	Corporate	Office Supplies	Appliances	Large Box	11/26/2011
45059	3/30/2011	Not Specified	39	3401.8	Express Air	19.99	87.23	Nova Scotia	Consumer	Office Supplies	Storage & Organization	Small Box	2/5/2011
31556	3/30/2011	Critical	39	269.35	Regular Air	3.68	6.91	Saskachewan	Consumer	Furniture	Office Furnishings	Wrap Bag	7/28/2011
25095	3/30/2011	Low	39	4475.03	Delivery Truck	56.14	114.74	Ontario	Consumer	Technology	Office Machines	Jumbo Drum	1/25/2011
38438	3/31/2011	Critical	39	121.09	Regular Air	5.66	3.10	Alberta	Home Office	Office Supplies	Paper	Small Box	6/1/2011
11968	3/31/2011	Low	39	109.49	Regular Air	0.85	2.81	Prince Edward Island	Corporate	Office Supplies	Pens & Art Supplies	Wrap Bag	3/16/2011
35649	4/1/2011	Medium	39	174.03	Regular Air	5.74	4.46	British Columbia	Consumer	Office Supplies	Paper	Small Box	10/11/2011
12262	4/1/2011	Low	39	1212.928	Delivery Truck	45.51	31.10	Yukon	Home Office	Furniture	Tables	Jumbo Box	12/15/2011
52482	4/1/2011	Critical	39	848.2	Express Air	5.33	21.75	Manitoba	Corporate	Office Supplies	Appliances	Small Box	1/31/2011
20805	4/1/2011	High	39	45.61	Regular Air	0.7	1.17	Ontario	Home Office	Office Supplies	Pens & Art Supplies	Wrap Bag	1/11/2011
27936	4/2/2011	High	39	9172.32	Delivery Truck	8.73	235.19	Yukon	Consumer	Technology	Office Machines	Jumbo Box	7/9/2011
51494	4/2/2011	Critical	39	493.56	Regular Air	5.99	12.66	Nova Scotia	Consumer	Technology	Office Machines	Medium Box	8/5/2011
18375	4/2/2011	Low	39	76.89	Regular Air	0.5	1.97	Quebec	Small Business	Office Supplies	Labels	Small Box	9/26/2011
29351	4/2/2011	Medium	39	5122.61	Regular Air	19.99	131.35	Quebec	Consumer	Office Supplies	Binders and Binder Accessories	Small Box	10/5/2011
55744	4/2/2011	Critical	39	415.055	Regular Air	0.99	10.64	Quebec	Consumer	Technology	Telephones and Communication	Small Pack	10/21/2011
55715	4/2/2011	Critical	39	168.57	Express Air	2.99	4.32	Northwest Territories	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	4/4/2011
24960	4/2/2011	High	39	125.8	Regular Air	5.87	3.23	Ontario	Small Business	Office Supplies	Paper	Small Box	1/29/2011
24583	4/2/2011	Critical	39	42.29	Regular Air	6.05	1.08	Alberta	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	8/12/2011
36933	4/3/2011	High	39	115.81	Regular Air	0.5	2.97	Ontario	Small Business	Office Supplies	Labels	Small Box	7/13/2011
33254	4/3/2011	Not Specified	39	466.35	Regular Air	9.2	11.96	Manitoba	Home Office	Furniture	Office Furnishings	Wrap Bag	11/5/2011
3525	4/3/2011	Not Specified	39	115.43	Regular Air	1.34	2.96	Yukon	Home Office	Office Supplies	Pens & Art Supplies	Wrap Bag	12/23/2011
55042	4/3/2011	High	39	1978.4345	Regular Air	2.5	50.73	Manitoba	Home Office	Technology	Telephones and Communication	Small Box	12/9/2011
450	4/3/2011	Not Specified	39	543.72	Regular Air	11.25	13.94	British Columbia	Consumer	Office Supplies	Storage & Organization	Small Box	3/6/2011
20482	4/3/2011	Medium	39	4650.07	Delivery Truck	60.19	119.23	Ontario	Small Business	Furniture	Bookcases	Jumbo Box	7/18/2011
58433	4/4/2011	High	39	5989.048	Delivery Truck	42.52	153.57	British Columbia	Home Office	Furniture	Tables	Jumbo Box	7/3/2011
7462	4/4/2011	High	39	72.63	Express Air	5.53	1.86	Ontario	Small Business	Office Supplies	Pens & Art Supplies	Small Pack	2/21/2011
40803	4/4/2011	Low	39	83.02	Regular Air	1.49	2.13	British Columbia	Small Business	Office Supplies	Binders and Binder Accessories	Small Box	4/18/2011
15300	4/5/2011	High	39	229.88	Express Air	5.06	5.89	Alberta	Home Office	Office Supplies	Paper	Small Box	2/10/2011
16356	4/5/2011	Critical	39	157.94	Express Air	4.5	4.05	Yukon	Corporate	Office Supplies	Appliances	Small Box	8/3/2011
59205	4/5/2011	Critical	39	597.04	Regular Air	7.04	15.31	Saskachewan	Home Office	Office Supplies	Storage & Organization	Small Box	11/2/2011
3588	4/5/2011	Not Specified	39	374.38	Regular Air	3.5	9.60	New Brunswick	Home Office	Office Supplies	Appliances	Small Box	3/19/2011
34727	4/5/2011	Low	39	159.71	Express Air	8.94	4.10	Quebec	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	3/17/2011
771	4/5/2011	Critical	39	88.84	Regular Air	4.72	2.28	Saskachewan	Home Office	Office Supplies	Paper	Small Box	6/17/2011
2053	4/6/2011	Critical	39	19342.84	Delivery Truck	126	495.97	Ontario	Consumer	Furniture	Chairs & Chairmats	Jumbo Drum	2/7/2011
25028	4/6/2011	Critical	39	477.39	Delivery Truck	55.81	12.24	Alberta	Home Office	Furniture	Bookcases	Jumbo Box	1/6/2011
18370	4/6/2011	Low	38	1271.0475	Regular Air	5	33.45	Saskachewan	Consumer	Technology	Telephones and Communication	Small Box	1/17/2011
26531	4/7/2011	Medium	38	4688.9485	Regular Air	5.26	123.39	Northwest Territories	Corporate	Technology	Telephones and Communication	Small Box	6/22/2011
20805	4/7/2011	High	38	418.34	Regular Air	5.16	11.01	Ontario	Home Office	Furniture	Office Furnishings	Small Box	1/12/2011
41857	4/8/2011	Low	38	461.05	Express Air	6.22	12.13	Saskachewan	Home Office	Furniture	Office Furnishings	Small Box	5/11/2011
12486	4/8/2011	High	38	1692.56	Regular Air	7.2	44.54	Yukon	Corporate	Office Supplies	Appliances	Small Box	2/21/2011
39683	4/8/2011	High	38	8387.1	Regular Air	18.06	220.71	Northwest Territories	Corporate	Furniture	Chairs & Chairmats	Large Box	8/11/2011
12326	4/8/2011	Critical	38	123.82	Regular Air	57.87	3.26	Ontario	Small Business	Furniture	Office Furnishings	Small Box	2/4/2011
27106	4/8/2011	High	38	531.48	Regular Air	1.39	13.99	Ontario	Home Office	Office Supplies	Envelopes	Small Box	12/1/2011
4642	4/8/2011	Critical	38	309.62	Express Air	9.37	8.15	British Columbia	Corporate	Office Supplies	Storage & Organization	Small Box	2/26/2011
23522	4/8/2011	Critical	38	180.43	Regular Air	11.17	4.75	Ontario	Small Business	Furniture	Office Furnishings	Large Box	4/12/2011
30981	4/8/2011	Low	38	7837.44	Delivery Truck	23.19	206.25	Ontario	Home Office	Office Supplies	Appliances	Jumbo Drum	2/19/2011
5153	4/8/2011	Critical	38	4896.93	Express Air	12.65	128.87	Prince Edward Island	Home Office	Furniture	Chairs & Chairmats	Medium Box	8/27/2011
18688	4/8/2011	Not Specified	38	40.34	Regular Air	0.5	1.06	Alberta	Home Office	Office Supplies	Labels	Small Box	3/7/2011
40806	4/8/2011	Critical	38	53.14	Regular Air	7.78	1.40	British Columbia	Small Business	Office Supplies	Binders and Binder Accessories	Small Box	9/7/2011
33540	4/8/2011	Low	38	190.99	Regular Air	4.82	5.03	Quebec	Consumer	Office Supplies	Pens & Art Supplies	Wrap Bag	6/10/2011
4676	4/9/2011	High	38	49.59	Express Air	6.47	1.31	Nunavut	Home Office	Office Supplies	Paper	Small Box	9/2/2011
1317	4/9/2011	High	38	523.42	Regular Air	5.63	13.77	Saskachewan	Consumer	Office Supplies	Binders and Binder Accessories	Small Box	5/20/2011
55492	4/9/2011	Critical	38	1124.244	Express Air	7.69	29.59	Quebec	Corporate	Technology	Telephones and Communication	Small Box	9/21/2011
52900	4/9/2011	High	38	101.14	Regular Air	5.46	2.66	Alberta	Home Office	Office Supplies	Paper	Small Box	5/22/2011
38146	4/9/2011	Low	38	341.39	Regular Air	6.16	8.98	Alberta	Small Business	Office Supplies	Binders and Binder Accessories	Small Box	12/11/2011
225	4/9/2011	Critical	38	23.7	Regular Air	4.1	0.62	Quebec	Home Office	Office Supplies	Pens & Art Supplies	Wrap Bag	5/26/2011
449	4/9/2011	High	38	356.7	Regular Air	5.21	9.39	Ontario	Corporate	Furniture	Office Furnishings	Small Box	7/21/2011
49828	4/9/2011	Medium	38	272.39	Express Air	6.6	7.17	Manitoba	Consumer	Office Supplies	Paper	Small Box	8/31/2011
12199	4/9/2011	Low	38	19	Regular Air	5.27	0.50	British Columbia	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	12/19/2011
55686	4/9/2011	Critical	38	628.39	Express Air	5.09	16.54	Saskachewan	Corporate	Office Supplies	Paper	Small Box	3/27/2011
57760	4/10/2011	Not Specified	38	102.34	Regular Air	2.03	2.69	British Columbia	Corporate	Office Supplies	Pens & Art Supplies	Wrap Bag	7/14/2011
29409	4/10/2011	High	38	38.99	Regular Air	1.99	1.03	British Columbia	Home Office	Technology	Computer Peripherals	Small Pack	1/15/2011
11493	4/10/2011	Critical	38	111.9	Regular Air	1.22	2.94	Ontario	Small Business	Office Supplies	Pens & Art Supplies	Wrap Bag	10/22/2011
8995	4/10/2011	High	38	270.84	Express Air	5.86	7.13	Northwest Territories	Consumer	Office Supplies	Paper	Small Box	5/18/2011
14693	4/10/2011	Critical	38	268.94	Regular Air	6.41	7.08	Ontario	Corporate	Office Supplies	Paper	Small Box	1/11/2011
52642	4/10/2011	Low	38	764.13	Regular Air	4.86	20.11	Ontario	Home Office	Office Supplies	Paper	Small Box	6/21/2011
41891	4/10/2011	High	38	846.59	Regular Air	18.98	22.28	Ontario	Corporate	Furniture	Office Furnishings	Small Box	5/23/2011
38304	4/10/2011	High	38	30.1	Regular Air	5.47	0.79	Saskachewan	Consumer	Office Supplies	Binders and Binder Accessories	Small Box	3/24/2011
166	4/11/2011	High	38	567.936	Express Air	8.99	14.95	Manitoba	Consumer	Technology	Telephones and Communication	Small Box	9/13/2011
10436	4/11/2011	Low	38	138.75	Regular Air	1	3.65	Quebec	Corporate	Office Supplies	Pens & Art Supplies	Wrap Bag	1/9/2011
46372	4/11/2011	High	38	375.57	Regular Air	16.11	9.88	Manitoba	Consumer	Office Supplies	Binders and Binder Accessories	Small Box	2/26/2011
41539	4/11/2011	High	38	2303.7125	Regular Air	8.99	60.62	British Columbia	Consumer	Technology	Telephones and Communication	Small Box	5/4/2011
3749	4/11/2011	Medium	38	353.62	Regular Air	1.49	9.31	Manitoba	Consumer	Office Supplies	Binders and Binder Accessories	Small Box	2/25/2011
55202	4/11/2011	Low	38	3093.76	Express Air	35	81.41	Quebec	Small Business	Office Supplies	Storage & Organization	Large Box	8/26/2011
39169	4/11/2011	Medium	38	24.91	Regular Air	0.71	0.66	Quebec	Home Office	Office Supplies	Pens & Art Supplies	Wrap Bag	8/27/2011
45376	4/11/2011	Critical	38	6648.58	Delivery Truck	99	174.96	Quebec	Consumer	Office Supplies	Storage & Organization	Jumbo Drum	12/3/2011
38530	4/11/2011	Critical	38	642.66	Regular Air	19.99	16.91	Ontario	Home Office	Office Supplies	Appliances	Small Box	4/17/2011
41926	4/11/2011	High	38	112.57	Regular Air	5.14	2.96	Ontario	Small Business	Office Supplies	Paper	Small Box	2/6/2011
52833	4/11/2011	Medium	38	317.82	Regular Air	12.9	8.36	Ontario	Consumer	Office Supplies	Storage & Organization	Small Box	12/25/2011
46147	4/11/2011	Critical	38	6502.46	Delivery Truck	64.59	171.12	Manitoba	Corporate	Furniture	Tables	Jumbo Box	1/17/2011
29506	4/11/2011	Critical	38	221.13	Regular Air	1.49	5.82	Quebec	Consumer	Office Supplies	Binders and Binder Accessories	Small Box	6/16/2011
29639	4/12/2011	Critical	37	22.37	Regular Air	2.4	0.60	Saskachewan	Corporate	Office Supplies	Pens & Art Supplies	Wrap Bag	4/19/2011
12355	4/12/2011	Not Specified	37	209.53	Regular Air	5.67	5.66	Saskachewan	Corporate	Office Supplies	Paper	Small Box	5/29/2011
46662	4/12/2011	Critical	37	57.22	Regular Air	6.6	1.55	British Columbia	Home Office	Office Supplies	Paper	Small Box	12/31/2011
49921	4/13/2011	Low	37	756.15	Delivery Truck	17.85	20.44	Northwest Territories	Small Business	Technology	Office Machines	Jumbo Drum	2/21/2011
30787	4/13/2011	High	37	6477.459	Regular Air	8.99	175.07	Ontario	Home Office	Technology	Telephones and Communication	Small Box	9/28/2011
22210	4/13/2011	Critical	37	1033.44	Regular Air	4.86	27.93	New Brunswick	Corporate	Office Supplies	Paper	Wrap Bag	9/21/2011
14884	4/13/2011	High	37	473.9855	Regular Air	4.9	12.81	Manitoba	Corporate	Technology	Telephones and Communication	Small Box	9/29/2011
26851	4/13/2011	High	37	73.64	Regular Air	1.99	1.99	British Columbia	Corporate	Technology	Computer Peripherals	Small Pack	7/26/2011
36196	4/14/2011	Not Specified	37	62.03	Regular Air	6.02	1.68	Newfoundland	Consumer	Furniture	Office Furnishings	Medium Box	8/7/2011
5217	4/15/2011	High	37	339.35	Express Air	5.33	9.17	Saskachewan	Home Office	Office Supplies	Appliances	Small Box	10/12/2011
43302	4/15/2011	Low	37	720.613	Regular Air	0.99	19.48	Nova Scotia	Corporate	Technology	Telephones and Communication	Wrap Bag	9/1/2011
56743	4/15/2011	Medium	37	524.25	Express Air	8.99	14.17	Saskachewan	Corporate	Furniture	Office Furnishings	Small Pack	6/25/2011
3235	4/15/2011	Low	37	142.97	Express Air	0.7	3.86	Ontario	Corporate	Office Supplies	Rubber Bands	Wrap Bag	11/16/2011
45861	4/15/2011	Medium	37	680.8585	Regular Air	0.99	18.40	Northwest Territories	Small Business	Technology	Telephones and Communication	Wrap Bag	8/25/2011
56420	4/15/2011	Low	37	597.44	Regular Air	4.5	16.15	Alberta	Consumer	Office Supplies	Appliances	Small Box	7/28/2011
22211	4/15/2011	Not Specified	37	14493.84	Delivery Truck	85.63	391.73	Saskachewan	Consumer	Furniture	Tables	Jumbo Box	10/4/2011
43875	4/16/2011	Critical	37	2564.5775	Regular Air	7.69	69.31	Ontario	Corporate	Technology	Telephones and Communication	Small Box	12/9/2011
9824	4/16/2011	Critical	37	21.56	Regular Air	0.5	0.58	Yukon	Consumer	Office Supplies	Labels	Small Box	1/24/2011
53767	4/16/2011	Not Specified	37	1131.15	Regular Air	5.76	30.57	Alberta	Small Business	Office Supplies	Paper	Small Box	8/27/2011
23557	4/16/2011	Not Specified	37	1011.16	Regular Air	24.49	27.33	Manitoba	Home Office	Furniture	Office Furnishings	Large Box	6/1/2011
25248	4/16/2011	Medium	37	271.14	Express Air	1.99	7.33	British Columbia	Small Business	Technology	Computer Peripherals	Small Pack	12/3/2011
41794	4/16/2011	Critical	37	891.6075	Regular Air	4.81	24.10	Alberta	Home Office	Technology	Telephones and Communication	Medium Box	5/29/2011
49924	4/17/2011	Critical	37	204.15	Regular Air	5.41	5.52	Ontario	Home Office	Office Supplies	Binders and Binder Accessories	Small Box	5/27/2011
56834	4/17/2011	High	37	1900.47	Delivery Truck	30.06	51.36	Alberta	Corporate	Technology	Office Machines	Jumbo Box	5/3/2011
39232	4/17/2011	Low	37	391.9	Regular Air	19.99	10.59	British Columbia	Corporate	Office Supplies	Paper	Small Box	7/14/2011
8995	4/17/2011	High	37	24.16	Express Air	1.49	0.65	Nunavut	Consumer	Office Supplies	Binders and Binder Accessories	Small Box	5/18/2011
9863	4/17/2011	Critical	37	33.96	Regular Air	0.7	0.92	Ontario	Home Office	Office Supplies	Pens & Art Supplies	Wrap Bag	9/6/2011
4672	4/17/2011	Critical	37	152.44	Regular Air	3.68	4.12	Alberta	Corporate	Furniture	Office Furnishings	Wrap Bag	11/7/2011
22086	4/17/2011	Medium	37	2039.33	Delivery Truck	74.35	55.12	Manitoba	Small Business	Furniture	Chairs & Chairmats	Jumbo Drum	12/16/2011
7846	4/18/2011	Low	37	552.87	Regular Air	5.89	14.94	Quebec	Corporate	Technology	Computer Peripherals	Small Box	7/2/2011
56484	4/18/2011	Not Specified	37	1121.84	Regular Air	12.14	30.32	British Columbia	Small Business	Technology	Computer Peripherals	Small Box	11/22/2011
33377	4/18/2011	High	37	327.15	Regular Air	3.26	8.84	Northwest Territories	Corporate	Office Supplies	"Scissors, Rulers and Trimmers"	Small Pack	8/1/2011
56577	4/18/2011	Critical	37	1134.2	Delivery Truck	36.61	30.65	Alberta	Small Business	Furniture	Bookcases	Jumbo Box	11/4/2011
20967	4/18/2011	High	37	28664.52	Regular Air	24.49	774.72	Manitoba	Small Business	Technology	Copiers and Fax	Large Box	3/15/2011
46916	4/18/2011	High	36	115.51	Regular Air	0.97	3.21	Quebec	Home Office	Office Supplies	Pens & Art Supplies	Wrap Bag	10/5/2011
8195	4/19/2011	Medium	36	51.3	Express Air	11.15	1.43	Quebec	Consumer	Office Supplies	Paper	Small Box	1/7/2011
18593	4/19/2011	High	36	1051.992	Delivery Truck	89.3	29.22	Alberta	Corporate	Furniture	Tables	Jumbo Box	9/24/2011
